host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
98%,79%,8,4,Entire home/apt,2,1.5,2,175,,,3,1125,0,38.89006757,-77.00247136,Washington,20002,DC
98%,52%,49,3,Entire home/apt,0,1,1,175,,,3,90,1,38.8891288,-76.99781563,Washington,20003,DC
100%,92%,3,3,Entire home/apt,1,1,2,175,$40.00 ,$300.00 ,3,365,99,38.88512981,-77.00384137,Washington,20003,DC
98%,52%,49,3,Entire home/apt,1,1,2,175,,,3,14,1,38.88906507,-76.99357594,Washington,20003,DC
100%,100%,1,5,Entire home/apt,1,1,2,175,$50.00 ,$300.00 ,2,730,53,38.88940022,-76.98865654,Washington,20003,DC
100%,100%,1,2,Entire home/apt,0,1,1,175,$10.00 ,,1,7,6,38.88670081,-76.99711962,Washington,20003,DC
100%,100%,1,4,Entire home/apt,1,1,2,175,$80.00 ,$100.00 ,3,30,106,38.8899975,-76.99466089,Washington,20002,DC
100%,75%,1,3,Entire home/apt,1,1,3,176,$30.00 ,$300.00 ,1,1125,20,38.91461631,-77.04222299,Washington,20008,DC
90%,100%,2,2,Private room,1,1,1,177,$60.00 ,$0.00 ,1,60,4,38.90923732,-77.04646684,Washington,20037,DC
90%,100%,2,2,Private room,1,1,1,177,$80.00 ,$0.00 ,2,90,0,38.9083822,-77.04787215,Washington,20037,DC
91%,69%,8,6,Entire home/apt,2,1.5,2,178,$75.00 ,$0.00 ,1,1125,4,38.90800326,-77.02517125,Washington,20001,DC
99%,88%,16,2,Entire home/apt,0,1,1,178,$0.00 ,$0.00 ,1,1125,4,38.90255411,-77.05932772,Washington,20007,DC
100%,100%,2,9,Entire home/apt,3,2.5,4,178,$80.00 ,$200.00 ,3,1125,4,38.89751742,-76.97513565,Washington,20002,DC
63%,80%,1,7,Entire home/apt,1,1,3,178,$0.00 ,$0.00 ,1,1125,3,38.93172201,-77.03738968,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1,1.5,2,179,$60.00 ,$200.00 ,2,730,163,38.90123477,-77.01751802,Washington,20001,DC
100%,100%,2,8,Entire home/apt,2,1,4,179,$40.00 ,$100.00 ,1,1125,35,38.90551155,-77.0152664,Washington,20001,DC
80%,100%,6,3,Entire home/apt,1,1,1,179,$50.00 ,$0.00 ,2,1125,1,38.90142876,-77.0159588,Washington,20001,DC
90%,75%,1,5,Entire home/apt,1,1,1,179,$100.00 ,$0.00 ,3,12,13,38.90019769,-77.0553944,Washington,20037,DC
33%,67%,1,2,Entire home/apt,1,1,1,179,$35.00 ,$0.00 ,2,1125,6,38.90952733,-77.06573404,Washington,20007,DC
100%,100%,1,2,Entire home/apt,1,1,2,179,$70.00 ,$250.00 ,3,29,25,38.90731059,-77.06135756,Washington,20007-3413,DC
100%,100%,1,2,Entire home/apt,0,1,1,179,$0.00 ,$0.00 ,20,1125,55,38.90993992,-77.03832718,Washington,20036,DC
98%,79%,6,6,Entire home/apt,2,2,3,179,$40.00 ,$0.00 ,1,27,0,38.90790548,-77.0351438,Washington,20005,DC
100%,100%,1,2,Entire home/apt,1,1,1,179,$75.00 ,$100.00 ,1,1125,10,38.90920146,-77.04718419,Washington,20036,DC
100%,98%,3,5,Entire home/apt,2,1,3,179,$50.00 ,$200.00 ,3,1125,195,38.89436586,-76.98287352,Washington,20002,DC
99%,96%,32,4,Entire home/apt,1,1,2,179,$65.00 ,$200.00 ,3,180,25,38.89705371,-77.00146009,Washington,20002,DC
100%,100%,2,6,Entire home/apt,2,1,4,179,$95.00 ,$100.00 ,1,45,96,38.90111954,-76.9981995,Washington,20002,DC
90%,100%,1,4,Entire home/apt,1,1,2,179,$65.00 ,$0.00 ,2,1125,15,38.89438621,-76.99709554,Washington,20002,DC
100%,0%,1,4,Entire home/apt,2,2.5,2,179,$70.00 ,$300.00 ,2,1125,28,38.91270757,-77.00425935,Washington,20002,DC
0%,0%,1,4,Entire home/apt,2,2,2,179,$70.00 ,$350.00 ,2,1125,8,38.92481775,-77.0270611,Washington,20009,DC
88%,100%,1,2,Entire home/apt,1,1,1,179,$25.00 ,,2,21,48,38.89081533,-77.00228329,Washington,20002,DC
100%,95%,2,4,Entire home/apt,2,2,3,180,$50.00 ,$250.00 ,7,21,48,38.90125875,-77.01451525,Washington,20001,DC
100%,100%,1,5,Entire home/apt,2,1,3,180,$0.00 ,$0.00 ,2,366,1,38.90414999,-77.02060693,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1,1,1,180,$50.00 ,$0.00 ,1,1125,6,38.89841787,-77.01531137,Washington,20001,DC
0%,0%,1,4,Entire home/apt,2,1,2,180,$150.00 ,$200.00 ,5,25,1,38.91081003,-77.02590559,Washington,20001,DC
100%,99%,4,2,Entire home/apt,0,1,1,180,$0.00 ,$0.00 ,1,1125,0,38.90874142,-77.03231823,Washington,20005,DC
100%,100%,1,2,Entire home/apt,1,1,1,180,$0.00 ,$0.00 ,1,1125,2,38.91096565,-77.06268927,Washington,20007,DC
100%,56%,1,2,Entire home/apt,1,1.5,1,180,$20.00 ,$0.00 ,1,1125,0,38.91358307,-77.06091505,Washington,20007,DC
100%,92%,2,2,Entire home/apt,1,1,1,180,$65.00 ,$99.00 ,1,1125,2,38.91310578,-77.03646268,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1,1,2,180,$40.00 ,$100.00 ,2,1125,1,38.91679994,-77.03942117,Washington,20009,DC
80%,100%,1,2,Entire home/apt,1,1,1,180,$0.00 ,$180.00 ,3,1125,15,38.91834379,-77.03328418,Washington,20009,DC
100%,60%,3,6,Entire home/apt,2,2.5,2,180,$40.00 ,$300.00 ,2,1125,0,38.94015705,-77.02275975,Washington,20011,DC
100%,100%,3,6,Entire home/apt,3,1,3,180,$60.00 ,"$1,000.00 ",1,1125,16,38.96480377,-77.03055697,Washington,20011,DC
94%,59%,2,15,Entire home/apt,3,2,10,180,$100.00 ,$0.00 ,1,1125,26,38.95826627,-77.01750449,Washington,20011,DC
100%,100%,1,6,Entire home/apt,2,1,2,180,$100.00 ,"$2,000.00 ",3,1125,0,38.89573481,-76.98884734,Washington,20002,DC
100%,67%,1,2,Entire home/apt,1,1,1,180,$0.00 ,$0.00 ,2,10,4,38.89808959,-76.9971727,Washington,20002,DC
100%,89%,2,3,Entire home/apt,1,1,1,180,$0.00 ,$100.00 ,1,14,10,38.90580843,-77.00001218,Washington,20002,DC
82%,57%,2,6,Entire home/apt,2,2.5,4,180,$100.00 ,$300.00 ,3,1125,29,38.90155671,-76.99297044,Washington,20002,DC
100%,100%,1,5,Entire home/apt,2,1,5,180,$75.00 ,$200.00 ,3,1125,4,38.92369063,-77.04576976,Washington,20009,DC
100%,0%,1,4,Entire home/apt,2,1,2,180,$75.00 ,$300.00 ,10,20,26,38.92511067,-77.04529154,Washington,20009,DC
100%,100%,1,2,Private room,1,1,1,180,$20.00 ,$0.00 ,3,1125,1,38.92988766,-77.03137542,Washington,20010,DC
95%,100%,4,5,Private room,1,1.5,3,180,$100.00 ,,3,60,3,38.88588784,-77.00073288,Washington,20003,DC
100%,99%,5,4,Entire home/apt,1,1,3,180,$45.00 ,,3,1125,0,38.88551028,-76.99009781,Washington,20003,DC
94%,59%,2,11,Entire home/apt,3,2.5,6,180,$100.00 ,,1,1125,36,38.88545253,-76.98673786,Washington,20003,DC
90%,100%,1,2,Entire home/apt,0,1,1,180,$25.00 ,,2,28,25,38.89058025,-76.99622026,Washington,20003,DC
92%,91%,26,4,Entire home/apt,1,1,2,180,$115.00 ,$100.00 ,1,1125,0,38.88950809,-77.00223633,Washington,20003,DC
100%,100%,1,2,Entire home/apt,1,1,2,180,$35.00 ,,2,1125,102,38.89062444,-76.99573315,Washington,20003,DC
86%,100%,1,7,Entire home/apt,2,1,3,181,$80.00 ,$105.00 ,3,150,48,38.92451085,-77.03468114,Washington,20009,DC
98%,52%,49,4,Entire home/apt,1,1,1,185,$0.00 ,$0.00 ,3,90,8,38.90562712,-77.02735635,Washington,20001,DC
98%,52%,49,4,Entire home/apt,1,1,1,185,$0.00 ,$0.00 ,3,90,3,38.90969703,-77.0291753,Washington,20005,DC
98%,52%,49,3,Private room,1,1,2,185,$0.00 ,$0.00 ,2,14,1,38.90835617,-77.02814591,Washington,20005,DC
98%,52%,49,4,Private room,1,1,2,185,$0.00 ,$0.00 ,2,14,1,38.9095871,-77.02756523,Washington,20005,DC
98%,52%,49,2,Private room,1,1,1,185,$0.00 ,$0.00 ,2,14,0,38.90867392,-77.02894399,Washington,20005,DC
99%,88%,16,2,Entire home/apt,0,1,1,185,$0.00 ,$0.00 ,1,1125,4,38.90511592,-77.05760604,Washington,20007,DC
90%,100%,1,2,Entire home/apt,1,2,1,185,$0.00 ,$0.00 ,1,1125,15,38.90529525,-77.06623755,Washington,20007,DC
0%,0%,1,2,Entire home/apt,1,1,1,185,$80.00 ,$150.00 ,2,1125,1,38.91375446,-77.06366382,Washington,20007,DC
100%,100%,3,4,Private room,1,1.5,3,185,$125.00 ,$300.00 ,1,10,1,38.91118683,-77.04963669,Washington,20008,DC
100%,100%,1,4,Entire home/apt,2,1,2,185,$45.00 ,$0.00 ,2,1125,7,38.94030216,-77.03400676,Washington,20011,DC
100%,100%,3,4,Entire home/apt,2,1,2,185,$0.00 ,$0.00 ,3,1125,0,38.90506715,-76.99643452,Washington,20002,DC
0%,0%,1,6,Entire home/apt,2,2,3,185,$80.00 ,$200.00 ,6,1125,8,38.92449795,-77.03868718,Washington,20009,DC
100%,29%,3,4,Entire home/apt,1,2,2,185,$40.00 ,$0.00 ,1,5,2,38.92210522,-77.04581989,Washington,20009,DC
100%,100%,3,4,Entire home/apt,2,1.5,3,185,$125.00 ,$300.00 ,1,31,38,38.91257781,-77.04854872,Washington,20008,DC
100%,0%,3,2,Private room,1,1,1,185,$0.00 ,$0.00 ,1,1125,0,38.93328071,-76.98055389,Washington,20018,DC
100%,0%,3,2,Private room,1,1,1,185,$0.00 ,$0.00 ,1,1125,0,38.93362044,-76.98188894,Washington,20018,DC
100%,95%,3,4,Entire home/apt,1,1,3,185,$50.00 ,$200.00 ,2,29,3,38.92717209,-77.07419716,Washington,20007,DC
100%,94%,7,4,Entire home/apt,1,1,2,185,,,20,650,0,38.92887334,-77.05509164,Washington,20008,DC
90%,73%,2,4,Entire home/apt,2,1,2,185,$25.00 ,$500.00 ,2,1125,1,38.93134348,-77.05755083,Washington,20008,DC
98%,52%,49,2,Private room,1,1,1,185,,,2,14,1,38.887328,-77.00138524,Washington,20003,DC
98%,52%,49,2,Private room,1,1.5,1,185,,,2,14,6,38.88797256,-76.98997567,Washington,20003,DC
98%,79%,8,4,Entire home/apt,1,1,2,185,$75.00 ,$500.00 ,4,1125,2,38.88989211,-77.00243991,Washington,20002,DC
100%,95%,1,6,Entire home/apt,2,1,3,186,$95.00 ,$100.00 ,2,365,14,38.88355498,-76.9910941,Washington,20003,DC
100%,100%,1,6,Entire home/apt,2,2,2,188,$175.00 ,$200.00 ,1,9999999,3,38.90629348,-77.05405038,Washington,20037,DC
100%,100%,1,6,Entire home/apt,2,2,2,188,$60.00 ,$0.00 ,2,1125,3,38.91469012,-77.03317927,Washington,20009,DC
58%,51%,480,2,Entire home/apt,0,1,1,189,$0.00 ,$0.00 ,4,365,0,38.89304843,-77.0201591,Washington,20001,DC
100%,0%,1,2,Entire home/apt,1,1,1,189,$100.00 ,$500.00 ,3,30,0,38.90507047,-77.02498764,Washington,20001,DC
99%,96%,32,4,Entire home/apt,2,1,2,189,$65.00 ,$200.00 ,2,365,47,38.90724544,-77.04897481,Washington,20037,DC
32%,80%,8,3,Entire home/apt,1,1,1,189,$0.00 ,$150.00 ,6,30,30,38.90154824,-77.04998681,Washington,20052,DC
32%,80%,8,3,Entire home/apt,1,1,1,189,$0.00 ,$150.00 ,6,30,22,38.89974698,-77.04847733,Washington,20037,DC
58%,51%,480,3,Entire home/apt,1,1,1,189,$150.00 ,$0.00 ,5,730,0,38.90381892,-77.05193436,Washington,20037,DC
100%,86%,1,4,Entire home/apt,1,1,2,189,$0.00 ,$0.00 ,3,14,6,38.90185932,-77.05069461,Washington,20037,DC
70%,100%,1,2,Entire home/apt,1,1,1,189,$0.00 ,$0.00 ,1,1125,10,38.90615267,-77.04710442,Washington,20036,DC
40%,80%,1,2,Entire home/apt,1,1,1,189,$39.00 ,$99.00 ,1,30,2,38.90945415,-77.05354872,Washington,20007,DC
100%,84%,6,6,Entire home/apt,2,1,4,189,$95.00 ,$250.00 ,1,1125,2,38.91406294,-77.04507262,Washington,20009,DC
100%,100%,2,5,Entire home/apt,2,1,2,189,$50.00 ,$0.00 ,2,200,0,38.91795979,-77.03361015,Washington,20009,DC
100%,75%,3,4,Entire home/apt,0,1,2,189,$100.00 ,$250.00 ,2,1125,0,38.91616402,-77.03225747,Washington,20009,DC
100%,89%,2,2,Private room,1,1,1,189,$100.00 ,$0.00 ,1,1125,4,38.89799893,-76.97459485,Washington,20002,DC
100%,84%,6,6,Entire home/apt,2,1,4,189,$95.00 ,$250.00 ,1,1125,1,38.91626861,-77.04325893,Washington,20009,DC
100%,85%,4,6,Entire home/apt,2,1,4,189,$95.00 ,$250.00 ,1,1125,0,38.91598075,-77.04373109,Washington,20009,DC
100%,100%,1,8,Entire home/apt,3,2.5,3,189,$110.00 ,$200.00 ,2,1125,0,38.91135786,-77.00785705,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,1,189,$100.00 ,$500.00 ,3,1125,35,38.93106525,-77.03884832,Washington,20010,DC
99%,96%,32,4,Entire home/apt,2,1,3,189,$75.00 ,$200.00 ,4,200,11,38.88048125,-76.9836649,Washington,20003,DC
100%,100%,1,2,Entire home/apt,0,1,1,190,$0.00 ,$0.00 ,3,1125,13,38.90388849,-77.01749486,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1,1,2,190,$0.00 ,$250.00 ,2,1125,15,38.90991487,-77.02090512,Washington,20001,DC
0%,0%,1,2,Private room,1,1,1,190,$0.00 ,$0.00 ,2,6,0,38.90900226,-77.02637332,Washington,20001,DC
100%,33%,1,3,Private room,1,1,2,190,$0.00 ,$0.00 ,2,75,8,38.90180537,-77.04785536,Washington,20037,DC
0%,0%,1,2,Private room,1,0,0,190,$0.00 ,$0.00 ,2,14,0,38.94934596,-77.05946245,Washington,20008,DC
100%,100%,1,6,Entire home/apt,3,2,4,190,$150.00 ,$200.00 ,2,1125,2,38.86816275,-76.98593787,Washington,20020,DC
100%,100%,2,6,Entire home/apt,2,2.5,3,190,$150.00 ,$200.00 ,3,1125,4,38.90133007,-76.98956129,Washington,20002,DC
0%,0%,1,7,Entire home/apt,2,1.5,3,190,$100.00 ,$0.00 ,3,1125,2,38.89845671,-76.99102421,Washington,20002,DC
90%,100%,1,6,Entire home/apt,2,2.5,2,190,$85.00 ,$500.00 ,2,1125,35,38.92402354,-77.03942718,Washington,20009,DC
100%,91%,2,6,Entire home/apt,3,2,5,190,$130.00 ,$300.00 ,2,365,7,38.93244112,-77.02110583,Washington,20010,DC
60%,0%,1,2,Entire home/apt,1,1,1,190,$40.00 ,$0.00 ,1,1125,5,38.93546871,-77.03111778,Washington,20010,DC
90%,100%,1,4,Entire home/apt,1,1,2,190,$60.00 ,$500.00 ,2,1125,31,38.8857953,-76.99853731,Washington,20003,DC
100%,100%,1,4,Entire home/apt,2,1.5,2,190,$30.00 ,$190.00 ,1,1125,47,38.89092955,-76.99319557,Washington,20003,DC
90%,88%,4,6,Entire home/apt,1,1,3,191,$40.00 ,$400.00 ,1,180,198,38.88276701,-76.99403774,Washington,20003,DC
96%,90%,4,7,Entire home/apt,3,1.5,4,192,$75.00 ,$200.00 ,1,1125,3,38.90269072,-76.98808414,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,193,$75.00 ,$0.00 ,3,1125,2,38.91128892,-77.03330001,Washington,20009,DC
100%,63%,2,8,Entire home/apt,2,1,4,194,$89.00 ,$0.00 ,1,1125,8,38.89964754,-77.01753677,Washington,20001,DC
100%,100%,2,10,Entire home/apt,2,1.5,4,194,$24.00 ,$0.00 ,2,29,70,38.90386965,-77.00137288,Washington,20002,DC
0%,0%,1,2,Entire home/apt,1,1,1,195,$0.00 ,$0.00 ,1,1125,1,38.87653674,-77.00623635,Washington,20003,DC
90%,100%,1,2,Entire home/apt,1,1,1,195,$75.00 ,$500.00 ,2,1125,13,38.91363079,-77.03378862,Washington,20009,DC
70%,78%,1,4,Entire home/apt,2,1,2,195,$75.00 ,$480.00 ,1,1125,6,38.91575465,-77.07458211,Washington,20007,DC
99%,88%,16,3,Entire home/apt,1,1,2,195,$0.00 ,$0.00 ,2,1125,9,38.90370283,-77.05802166,Washington,20007,DC
100%,94%,12,11,Entire home/apt,6,5,6,195,$150.00 ,$500.00 ,2,180,1,38.91696474,-77.03791312,Washington,20009,DC
98%,52%,49,2,Private room,1,1,1,195,$0.00 ,$0.00 ,2,14,0,38.91571505,-77.0285213,Washington,20009,DC
100%,90%,1,7,Entire home/apt,3,1.5,5,195,$90.00 ,$350.00 ,2,28,1,38.89926073,-76.99193311,Washington,20002,DC
60%,75%,1,4,Entire home/apt,2,1,2,195,$0.00 ,$0.00 ,1,1125,5,38.89710979,-77.00148818,Washington,20002,DC
98%,52%,49,4,Entire home/apt,1,1,1,195,$0.00 ,$0.00 ,3,90,2,38.89669017,-77.00024648,Washington,20002,DC
85%,100%,1,8,Entire home/apt,2,2.5,5,195,$75.00 ,$0.00 ,2,1125,2,38.91351687,-77.01207319,Washington,20001,DC
80%,73%,1,4,Entire home/apt,2,1,2,195,$15.00 ,$0.00 ,1,1125,12,38.93047106,-77.03815135,Washington,20010,DC
98%,52%,49,4,Entire home/apt,1,1,1,195,,,3,90,2,38.8866803,-76.99519771,Washington,20003,DC
100%,100%,2,3,Entire home/apt,1,1,1,195,$100.00 ,$500.00 ,2,1125,3,38.88873411,-77.00245854,Washington,20003,DC
100%,97%,3,4,Entire home/apt,1,1,1,196,$0.00 ,$0.00 ,1,1125,19,38.91522686,-77.04147143,Washington,20009,DC
58%,51%,480,2,Entire home/apt,1,0,1,198,$150.00 ,$0.00 ,7,365,0,38.91350858,-77.01883911,Washington,20001,DC
99%,88%,16,4,Entire home/apt,1,1.5,2,198,$0.00 ,$0.00 ,1,1125,14,38.90548834,-77.05793713,Washington,20007,DC
100%,67%,1,4,Entire home/apt,1,1,1,198,$0.00 ,$0.00 ,2,10,0,38.88236545,-77.01891503,Washington,20024,DC
94%,100%,2,4,Entire home/apt,2,2,2,198,$60.00 ,$198.00 ,1,1125,1,38.89889771,-76.99933437,Washington,20002,DC
58%,51%,480,2,Entire home/apt,1,1,1,199,$200.00 ,$0.00 ,7,1125,1,38.90285281,-77.0189909,Washington,20001,DC
100%,50%,1,1,Entire home/apt,1,1,1,199,$71.00 ,$0.00 ,7,1125,1,38.89374422,-77.02300195,Washington,20004,DC
100%,100%,1,4,Entire home/apt,2,2,2,199,$150.00 ,$500.00 ,7,180,13,38.90651341,-77.02869782,Washington,20005,DC
0%,0%,1,4,Entire home/apt,2,2,2,199,$0.00 ,$0.00 ,2,366,0,38.90675075,-77.01692981,Washington,20001,DC
100%,77%,4,6,Entire home/apt,2,1,4,199,$95.00 ,$250.00 ,1,1125,0,38.91628549,-77.04212028,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,199,$0.00 ,$0.00 ,1,1125,7,38.91408198,-77.04279497,Washington,20009,DC
99%,89%,25,6,Entire home/apt,2,2,2,199,$125.00 ,$500.00 ,3,1125,0,38.9142741,-77.0365012,Washington,20009,DC
0%,0%,4,6,Entire home/apt,2,1,4,199,$95.00 ,$250.00 ,1,1125,0,38.91635955,-77.04210077,Washington,20009,DC
83%,100%,1,3,Entire home/apt,1,1,1,199,$75.00 ,$500.00 ,2,1125,16,38.91199791,-77.041628,Washington,20009,DC
99%,89%,25,4,Entire home/apt,2,2,2,199,$115.00 ,$500.00 ,3,1125,0,38.91172052,-77.04600799,Washington,20009,DC
90%,100%,3,6,Entire home/apt,3,0,6,199,$150.00 ,$350.00 ,3,14,2,38.91579646,-77.01674043,Washington,20001,DC
100%,100%,1,5,Entire home/apt,2,1,2,199,$60.00 ,$0.00 ,1,1125,102,38.91657958,-77.02408256,Washington,20001,DC
50%,83%,1,5,Entire home/apt,2,1,2,199,$29.00 ,$300.00 ,1,1125,17,38.87729747,-77.01469194,Washington,20024,DC
99%,99%,8,9,Entire home/apt,3,1,4,199,$58.00 ,$0.00 ,2,1125,5,38.86497748,-76.98081654,Washington,20020,DC
100%,87%,4,6,Entire home/apt,3,1,3,199,$0.00 ,$0.00 ,1,1125,0,38.89979351,-76.99027073,Washington,20002,DC
99%,89%,25,6,Entire home/apt,3,1,3,199,$115.00 ,$500.00 ,3,1125,9,38.89309392,-77.00166497,Washington,20002,DC
100%,95%,5,4,Entire home/apt,2,1,2,199,$70.00 ,$100.00 ,3,60,80,38.89644841,-76.98911805,Washington,20002,DC
0%,0%,4,6,Entire home/apt,2,1,4,199,$95.00 ,$250.00 ,1,1125,0,38.91762126,-77.04339127,Washington,20009,DC
100%,84%,6,6,Entire home/apt,2,1,4,199,$95.00 ,$250.00 ,1,1125,0,38.9165996,-77.04314156,Washington,20009,DC
100%,77%,4,6,Entire home/apt,2,2,4,199,$95.00 ,$250.00 ,1,1125,0,38.91784085,-77.04394408,Washington,20009,DC
100%,89%,2,4,Entire home/apt,2,2,2,199,$0.00 ,$0.00 ,1,15,0,38.91898847,-77.04131935,Washington,20009,DC
93%,86%,9,8,Entire home/apt,2,2.5,4,199,$75.00 ,$200.00 ,2,1125,15,38.9073532,-77.01090369,Washington,20001,DC
100%,95%,3,6,Entire home/apt,2,2.5,2,199,$75.00 ,$500.00 ,2,1125,4,38.91405889,-77.01707993,Washington,20001,DC
100%,0%,1,6,Entire home/apt,3,2.5,3,199,$165.00 ,$250.00 ,1,14,10,38.93380333,-77.02730081,Washington,20010,DC
100%,75%,1,6,Entire home/apt,2,2,2,199,$65.00 ,$0.00 ,1,3,25,38.92090957,-77.02811378,"Washington, D.C.",20001,DC
100%,100%,1,4,Entire home/apt,1,1,2,199,$50.00 ,$150.00 ,2,1125,2,38.93120216,-77.02225138,Washington,20010,DC
100%,89%,2,8,Entire home/apt,3,2.5,3,199,$100.00 ,$500.00 ,1,1125,0,38.93069842,-77.02578282,Washington,20010,DC
100%,100%,1,5,Entire home/apt,2,1.5,3,199,$125.00 ,$300.00 ,2,1125,4,38.88345817,-76.98195374,Washington,20003,DC
100%,100%,1,4,Entire home/apt,2,1,2,199,$100.00 ,$100.00 ,3,1125,32,38.88208899,-76.99624544,Washington,20003,DC
89%,100%,2,4,Entire home/apt,2,2.5,2,199,,$400.00 ,2,1125,1,38.88425468,-76.98733901,Washington,20003,DC
0%,100%,1,2,Shared room,1,1,2,200,$0.00 ,$100.00 ,1,1125,0,38.99203001,-77.03090637,Silver Spring,20910,MD
0%,0%,1,2,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,1,1125,1,38.82506052,-76.9987406,Washington,20032,DC
70%,100%,1,3,Entire home/apt,1,1,2,200,$70.00 ,$200.00 ,2,1125,14,38.90531249,-77.02209897,Washington,20001,DC
60%,100%,1,2,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,1,1,1,38.90453668,-77.01622818,Washington,20001,DC
94%,85%,1,2,Entire home/apt,0,1,1,200,$0.00 ,$500.00 ,1,1125,15,38.90120549,-77.01606239,Washington,20001,DC
100%,100%,1,2,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,2,1125,0,38.89886785,-77.0194636,Washington,20001,DC
75%,100%,1,5,Entire home/apt,2,2,2,200,$50.00 ,$0.00 ,2,1125,0,38.90570363,-77.02505567,Washington,20001,DC
100%,50%,1,2,Entire home/apt,1,1,1,200,$75.00 ,$200.00 ,2,1125,5,38.90699229,-77.03112779,Washington,20005,DC
90%,100%,5,2,Private room,1,1,1,200,$50.00 ,$250.00 ,1,1125,10,38.91066219,-77.02191455,Washington,20001,DC
100%,100%,2,3,Entire home/apt,1,1,1,200,$50.00 ,$0.00 ,2,1125,2,38.91233913,-77.02929863,Washington,20009,DC
92%,91%,26,6,Entire home/apt,2,1,4,200,$130.00 ,$100.00 ,1,1125,8,38.90641244,-77.0238832,Washington,20001,DC
0%,0%,1,4,Entire home/apt,2,2,2,200,$70.00 ,$250.00 ,2,28,0,38.90082118,-76.97388088,Washington,20002,DC
89%,50%,1,4,Entire home/apt,1,1,2,200,$70.00 ,$300.00 ,2,1125,11,38.90588505,-77.05948769,Washington,20007,DC
80%,100%,1,3,Entire home/apt,3,2.5,3,200,$0.00 ,$0.00 ,1,1125,0,38.90729351,-77.05517124,Washington,20007,DC
0%,0%,1,2,Entire home/apt,0,1,1,200,$0.00 ,$0.00 ,1,1125,0,38.91529742,-77.03713954,Washington,20009,DC
0%,0%,1,3,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,1,1125,0,38.9121976,-77.04104744,Washington,20009,DC
100%,40%,1,4,Entire home/apt,1,1,2,200,$0.00 ,$0.00 ,1,1125,4,38.90885042,-77.03832075,Washington,20036,DC
0%,100%,1,3,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,1,1125,1,38.91690425,-77.03733044,Washington,20009,DC
100%,80%,2,6,Entire home/apt,2,1,2,200,$20.00 ,$0.00 ,2,1125,0,38.91718248,-77.03918786,Washington,20009,DC
81%,90%,3,4,Entire home/apt,2,2,2,200,$0.00 ,$0.00 ,1,1125,0,38.91746086,-77.03931504,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,1,200,$0.00 ,$200.00 ,3,1125,24,38.90793895,-77.04487819,Washington,20037,DC
100%,100%,2,2,Entire home/apt,0,1,1,200,$65.00 ,$0.00 ,2,90,0,38.91711693,-77.03165997,Washington,20009,DC
81%,72%,3,6,Entire home/apt,2,1,2,200,$20.00 ,$0.00 ,1,8,43,38.91552368,-77.0151489,Washington,20001,DC
90%,100%,1,6,Entire home/apt,3,2.5,3,200,$60.00 ,$250.00 ,2,1125,10,38.94732871,-77.02486403,Washington,20011,DC
92%,88%,2,2,Private room,1,1.5,1,200,$0.00 ,$0.00 ,1,1125,2,38.9373845,-77.02853414,Washington,20010,DC
0%,0%,1,6,Entire home/apt,4,2.5,0,200,$0.00 ,$0.00 ,21,30,0,38.94244949,-77.04138222,Washington,20011,DC
0%,0%,2,2,Private room,1,1,1,200,$0.00 ,$0.00 ,2,1125,0,38.96357524,-77.0054754,Washington,20011,DC
0%,0%,1,2,Private room,1,2,1,200,$0.00 ,$0.00 ,1,1125,0,38.95491522,-76.99601434,Washington,20011,DC
0%,0%,1,2,Private room,1,1,1,200,$0.00 ,$0.00 ,1,1125,0,38.96721543,-77.05390172,Washington,20015,DC
0%,0%,1,3,Entire home/apt,1,0,1,200,$0.00 ,$0.00 ,7,7,0,38.91685149,-77.04927981,Washington,20008,DC
100%,86%,1,4,Entire home/apt,2,1,3,200,$0.00 ,$0.00 ,1,1125,3,38.9181549,-77.04218438,Washington,20009,DC
70%,100%,1,3,Entire home/apt,2,1,2,200,$70.00 ,$0.00 ,1,1125,6,38.9217689,-77.03828511,Washington,20009,DC
100%,86%,1,3,Entire home/apt,1,2,2,200,$0.00 ,$100.00 ,1,1125,0,38.92005637,-77.03978434,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,1,200,$0.00 ,$0.00 ,1,1125,0,38.92692958,-77.03975968,Washington,20009,DC
100%,0%,1,4,Private room,1,1,2,200,$0.00 ,$0.00 ,2,1125,0,38.92081376,-77.00017568,Washington,20002,DC
